company name,sector,year,s1,s2,s3,revenue__mil_$,production_volume_mil_units
"Tesla, Inc.","Consumer, Cyclical",2016,53000,31000,12000,20156,8109
"Tesla, Inc.","Consumer, Cyclical",2017,48760,29450,11400,20173,14957
"Tesla, Inc.","Consumer, Cyclical",2018,44371.6,28272,11058,20419,6495
"Tesla, Inc.","Consumer, Cyclical",2019,43927.884,26292.96,10283.94,20521,18970
"Tesla, Inc.","Consumer, Cyclical",2021,40852.93212,23663.664,9666.9036,20740,19067
"Tesla, Inc.","Consumer, Cyclical",2022,39627.34416,22007.20752,9376.896492,20822,7016
BMW AG,"Consumer, Cyclical",2016,61000,36000,13000,20864,16008
BMW AG,"Consumer, Cyclical",2017,56730,32760,12480,20972,4830
BMW AG,"Consumer, Cyclical",2018,55028.1,30139.2,12230.4,21077,23126
BMW AG,"Consumer, Cyclical",2019,53927.538,28330.848,11496.576,21184,5471
BMW AG,"Consumer, Cyclical",2021,49613.33496,28047.53952,11151.67872,21336,15047
BMW AG,"Consumer, Cyclical",2022,46140.40151,27767.06412,10036.51085,21419,2953
Daimler AG,"Consumer, Cyclical",2016,53000,33000,12000,21512,60899
Daimler AG,"Consumer, Cyclical",2017,47700,30030,11880,21624,7760
Daimler AG,"Consumer, Cyclical",2018,44838,27027,11761.2,21674,26932
Daimler AG,"Consumer, Cyclical",2019,42147.72,26756.73,10937.916,21708,24639
Daimler AG,"Consumer, Cyclical",2021,39618.8568,24081.057,10828.53684,21971,169051
Daimler AG,"Consumer, Cyclical",2022,36449.34826,23840.24643,9745.683156,22260,14475
"Honda Motor Co., Ltd.","Consumer, Cyclical",2016,70000,43000,14000,22307,18943
"Honda Motor Co., Ltd.","Consumer, Cyclical",2017,63000,41710,12880,22320,19299
"Honda Motor Co., Ltd.","Consumer, Cyclical",2018,59850,38373.2,12364.8,22376,7031
"Honda Motor Co., Ltd.","Consumer, Cyclical",2019,58653,35303.344,11622.912,22401,16469
"Honda Motor Co., Ltd.","Consumer, Cyclical",2021,53960.76,32832.10992,11157.99552,22408,4809
"Honda Motor Co., Ltd.","Consumer, Cyclical",2022,53421.1524,29877.22003,11046.41556,22428,12993
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2016,52000,38000,13000,22449,6950
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2017,48880,34580,12610,22589,6629
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2018,43992,33888.4,12231.7,22597,25345
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2019,41352.48,31177.328,11008.53,22977,101342
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2021,39698.3808,28994.91504,10237.9329,23179,18815
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2022,35728.54272,28125.06759,10033.17424,23362,17665
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2016,48000,35000,14000,23406,7220
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2017,46080,32550,13300,23481,102478
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2018,42854.4,30922.5,12502,23571,6771
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2019,38568.96,29685.6,11251.8,23611,2276
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2021,37797.5808,26717.04,10576.692,23757,41124
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2022,34017.82272,26449.8696,10153.62432,23838,5893
AT&T Inc.,Communications,2016,16000,8000,3000,23894,16193
AT&T Inc.,Communications,2017,15680,7440,2850,24088,13149
AT&T Inc.,Communications,2018,15052.8,6993.6,2707.5,24273,10677
AT&T Inc.,Communications,2019,13999.104,6504.048,2680.425,24508,23347
AT&T Inc.,Communications,2021,12739.18464,5853.6432,2573.208,24578,5566
AT&T Inc.,Communications,2022,12484.40095,5502.424608,2521.74384,24658,3731
Verizon Communications Inc.,Communications,2016,25000,8000,3000,24977,5018
Verizon Communications Inc.,Communications,2017,24500,7280,2700,25282,5289
Verizon Communications Inc.,Communications,2018,24255,6843.2,2457,25331,14432
Verizon Communications Inc.,Communications,2019,23527.35,6774.768,2260.44,25542,8320
Verizon Communications Inc.,Communications,2021,23056.803,6707.02032,2147.418,25600,70130
Verizon Communications Inc.,Communications,2022,22595.66694,6170.458694,2040.0471,25868,5027
Comcast Corporation,Communications,2016,20000,11000,2000,25939,3906
Comcast Corporation,Communications,2017,18200,10340,1980,26145,10816
Comcast Corporation,Communications,2018,17836,10236.6,1801.8,26509,46040
Comcast Corporation,Communications,2019,17479.28,9724.77,1621.62,27325,18944
Comcast Corporation,Communications,2021,16605.316,9141.2838,1508.1066,27754,3692
Comcast Corporation,Communications,2022,16107.15652,8775.632448,1357.29594,27812,3901
"Charter Communications, Inc.",Communications,2016,16000,7000,2000,28917,13261
"Charter Communications, Inc.",Communications,2017,15520,6510,1960,29135,29232
"Charter Communications, Inc.",Communications,2018,14899.2,5989.2,1803.2,29176,17488
"Charter Communications, Inc.",Communications,2019,14750.208,5450.172,1713.04,29805,11918
"Charter Communications, Inc.",Communications,2021,13865.19552,5395.67028,1610.2576,31581,165733
"Charter Communications, Inc.",Communications,2022,13726.54356,5179.843469,1465.334416,31901,38830
"T-Mobile US, Inc.",Communications,2016,17000,8000,3000,31904,6589
"T-Mobile US, Inc.",Communications,2017,15300,7760,2880,32136,8140
"T-Mobile US, Inc.",Communications,2018,13923,7294.4,2592,32294,24639
"T-Mobile US, Inc.",Communications,2019,13366.08,7002.624,2384.64,32789,25408
"T-Mobile US, Inc.",Communications,2021,13232.4192,6862.57152,2265.408,32897,54703
"T-Mobile US, Inc.",Communications,2022,12438.47405,6793.945805,2038.8672,33266,26643
Deutsche Telekom AG,Communications,2016,12065.31983,6318.369598,1936.92384,33669,10642
Deutsche Telekom AG,Communications,2017,22000,8000,3000,33766,5660
Deutsche Telekom AG,Communications,2018,20020,7280,2970,33841,14805
Deutsche Telekom AG,Communications,2019,19019,6697.6,2791.8,34438,7606
Deutsche Telekom AG,Communications,2021,17117.1,6027.84,2735.964,35617,16711
Deutsche Telekom AG,Communications,2022,16774.758,5605.8912,2517.08688,36670,45680
Orange S.A.,Communications,2016,20000,11000,3000,36709,4178
Orange S.A.,Communications,2017,19400,10120,2820,36819,12843
Orange S.A.,Communications,2018,18624,9512.8,2650.8,36998,144988
Orange S.A.,Communications,2019,18065.28,9132.288,2438.736,37253,2511
Orange S.A.,Communications,2021,16258.752,8949.64224,2243.63712,37266,14127
Orange S.A.,Communications,2022,15770.98944,8233.670861,2019.273408,38463,42802
China Mobile Limited,Communications,2016,13000,7000,3000,39022,2518
China Mobile Limited,Communications,2017,12480,6300,2700,39117,34952
China Mobile Limited,Communications,2018,11980.8,5922,2565,39258,3810
China Mobile Limited,Communications,2019,10782.72,5744.34,2334.15,39350,4864
China Mobile Limited,Communications,2021,10243.584,5399.6796,2310.8085,39506,13717
China Mobile Limited,Communications,2022,10141.14816,4967.705232,2172.15999,40454,32586
Nippon Telegraph and Telephone Corporation (NTT),Communications,2016,16000,8000,2000,41717,2229
Nippon Telegraph and Telephone Corporation (NTT),Communications,2017,15040,7200,1840,42405,17439
Nippon Telegraph and Telephone Corporation (NTT),Communications,2018,14288,6984,1784.8,42951,13347
Nippon Telegraph and Telephone Corporation (NTT),Communications,2019,13859.36,6844.32,1749.104,43228,5594
Nippon Telegraph and Telephone Corporation (NTT),Communications,2021,12612.0176,6775.8768,1714.12192,43259,3250
Nippon Telegraph and Telephone Corporation (NTT),Communications,2022,11729.17637,6708.118032,1662.698262,43638,10828
Comcast NBCUniversal,Communications,2016,19000,8000,3000,43982,21076
Comcast NBCUniversal,Communications,2017,18430,7440,2820,44117,2911
Comcast NBCUniversal,Communications,2018,17692.8,7068,2622.6,44675,19635
Comcast NBCUniversal,Communications,2019,17162.016,6361.2,2543.922,45764,4997
Comcast NBCUniversal,Communications,2021,15789.05472,6297.588,2289.5298,45768,10006
Comcast NBCUniversal,Communications,2022,14525.93034,5667.8292,2106.367416,46840,3092
The Walt Disney Company,Communications,2016,25000,11000,3000,47007,8670
The Walt Disney Company,Communications,2017,23250,10780,2760,47020,6393
The Walt Disney Company,Communications,2018,21157.5,10564.4,2566.8,49746,5489
The Walt Disney Company,Communications,2019,20311.2,10141.824,2387.124,51336,7354
The Walt Disney Company,Communications,2021,19498.752,9736.15104,2220.02532,51750,7236
The Walt Disney Company,Communications,2022,17938.85184,9249.343488,2020.223041,51904,119873
"Netflix, Inc.",Communications,2016,23000,8000,3000,53800,8987
"Netflix, Inc.",Communications,2017,22080,7680,2820,53823,136828
"Netflix, Inc.",Communications,2018,21638.4,7065.6,2791.8,53922,7437
"Netflix, Inc.",Communications,2019,20556.48,6359.04,2680.128,54213,4431
"Netflix, Inc.",Communications,2021,20350.9152,5977.4976,2626.52544,58756,26837
"Netflix, Inc.",Communications,2022,20147.40605,5738.397696,2495.199168,59812,6285
ViacomCBS Inc.,Communications,2016,24000,9000,3000,60114,6283
ViacomCBS Inc.,Communications,2017,21600,8280,2910,60535,126240
ViacomCBS Inc.,Communications,2018,19872,7948.8,2764.5,64656,25054
ViacomCBS Inc.,Communications,2019,18083.52,7392.384,2681.565,64807,6028
ViacomCBS Inc.,Communications,2021,16817.6736,6653.1456,2440.22415,64888,21487
ViacomCBS Inc.,Communications,2022,15304.08298,6253.956864,2318.212943,67161,3832
News Corporation,Communications,2016,22000,9000,2000,67684,11348
News Corporation,Communications,2017,19800,8910,1860,69570,6113
News Corporation,Communications,2018,19404,8642.7,1804.2,69620,9610
News Corporation,Communications,2019,19015.92,7951.284,1713.99,69693,13871
News Corporation,Communications,2021,18065.124,7712.74548,1645.4304,70697,63138
News Corporation,Communications,2022,16619.91408,7172.853296,1546.704576,71965,26495
Sony Corporation,Communications,2016,10000,7000,3000,72148,16406
Sony Corporation,Communications,2017,9400,6370,2730,74094,227259
Sony Corporation,Communications,2018,8648,5987.8,2620.8,74639,94493
Sony Corporation,Communications,2019,7956.16,5628.532,2358.72,75125,6645
Sony Corporation,Communications,2021,7717.4752,5178.24944,2122.848,76559,21782
Sony Corporation,Communications,2022,7331.60144,5074.684451,2080.39104,77046,3693
Time Warner (now part of WarnerMedia),Communications,2016,22000,7000,3000,77147,19845
Time Warner (now part of WarnerMedia),Communications,2017,21120,6370,2790,78112,2820
Time Warner (now part of WarnerMedia),Communications,2018,19219.2,5860.4,2594.7,79395,18107
Time Warner (now part of WarnerMedia),Communications,2019,19027.008,5567.38,2490.912,82059,4711
Time Warner (now part of WarnerMedia),Communications,2021,18456.19776,5344.6848,2366.3664,92154,4591
Time Warner (now part of WarnerMedia),Communications,2022,17717.94985,5184.344256,2224.384416,95214,3430
Exxon Mobil Corporation,Energy,2016,228000,64000,14000,102729,5943
Exxon Mobil Corporation,Energy,2017,207480,58880,13020,103449,9476
Exxon Mobil Corporation,Energy,2018,186732,55347.2,12759.6,103915,3330
Exxon Mobil Corporation,Energy,2019,168058.8,51472.896,11994.024,104213,11545
Exxon Mobil Corporation,Energy,2021,166378.212,50958.16704,11514.26304,108942,2700
Exxon Mobil Corporation,Energy,2022,153067.955,50448.58537,11168.83515,109559,5116
Chevron Corporation,Energy,2016,140000,123000,14000,110225,6040
Chevron Corporation,Energy,2017,131600,113160,13020,113589,11519
Chevron Corporation,Energy,2018,118440,101844,11978.4,120304,7290
Chevron Corporation,Energy,2019,107780.4,95733.36,11499.264,122286,8741
Chevron Corporation,Energy,2021,102391.38,93818.6928,11384.27136,124813,4715
Chevron Corporation,Energy,2022,96247.8972,91004.13202,10928.90051,125843,3231
Royal Dutch Shell plc,Energy,2016,190000,107000,14000,131868,9188
Royal Dutch Shell plc,Energy,2017,184300,101650,13020,136866,2311
Royal Dutch Shell plc,Energy,2018,169556,94534.5,11848.2,137237,9336
Royal Dutch Shell plc,Energy,2019,154295.96,93589.155,11255.79,142422,9773
Royal Dutch Shell plc,Energy,2021,140409.3236,92653.26345,10467.8847,145534,6877
Royal Dutch Shell plc,Energy,2022,131984.7642,88947.13291,9944.490465,146516,43786
BP plc,Energy,2016,222000,61000,14000,152703,21393
BP plc,Energy,2017,199800,57950,12880,153566,28933
BP plc,Energy,2018,189810,56211.5,11720.8,155900,4054
BP plc,Energy,2019,174625.2,51714.58,11486.384,161857,7543
BP plc,Energy,2021,162401.436,47577.4136,10912.0648,179589,3759
BP plc,Energy,2022,154281.3642,43295.44638,9929.978968,181193,3407
TotalEnergies SE,Energy,2016,136000,118000,14000,214319,14532
TotalEnergies SE,Energy,2017,129200,114460,12600,242155,6291
TotalEnergies SE,Energy,2018,120156,105303.2,11592,254616,4232
TotalEnergies SE,Energy,2019,112946.64,103197.136,11476.08,256776,38457
TotalEnergies SE,Energy,2021,101651.976,92877.4224,11017.0368,260174,31232
TotalEnergies SE,Energy,2022,97585.89696,90091.09973,10686.5257,264938,6895
ConocoPhillips,Energy,2016,183000,61000,14000,280522,11952
ConocoPhillips,Energy,2017,179340,59780,13020,523964,109002
ConocoPhillips,Energy,2018,177546.6,57986.6,12369,5655,236495
ConocoPhillips,Energy,2019,173995.668,55667.136,12121.62,5681,225248
ConocoPhillips,Energy,2021,167035.8413,51213.76512,11151.8904,5693,362597
ConocoPhillips,Energy,2022,165365.4829,47628.80156,10148.22026,5755,338516
"Kinder Morgan, Inc.",Energy,2016,153789.8991,44771.07347,10046.73806,5763,222449
"Kinder Morgan, Inc.",Energy,2017,163000,87000,13000,5763,817729
"Kinder Morgan, Inc.",Energy,2018,146700,79170,12740,5765,173889
"Kinder Morgan, Inc.",Energy,2019,134964,76003.2,12612.6,5775,59672
"Kinder Morgan, Inc.",Energy,2021,130915.08,68402.88,11981.97,5810,551669
"Kinder Morgan, Inc.",Energy,2022,117823.572,62246.6208,11622.5109,5829,39172
Enterprise Products Partners L.P.,Energy,2016,104000,105000,13000,5870,275909
Enterprise Products Partners L.P.,Energy,2017,96720,96600,12610,5898,258537
Enterprise Products Partners L.P.,Energy,2018,90916.8,94668,11853.4,5910,155774
Enterprise Products Partners L.P.,Energy,2019,90007.632,91827.96,11379.264,5991,45400
Enterprise Products Partners L.P.,Energy,2021,82807.02144,82645.164,11265.47136,6016,237428
Enterprise Products Partners L.P.,Energy,2022,78666.67037,77686.45416,10364.23365,6027,40963
Enbridge Inc.,Energy,2016,163000,96000,14000,6040,2687379
Enbridge Inc.,Energy,2017,161370,90240,13160,6053,228037
Enbridge Inc.,Energy,2018,148460.4,88435.2,13028.4,6074,67598
Enbridge Inc.,Energy,2019,133614.36,86666.496,11725.56,6110,291727
Enbridge Inc.,Energy,2021,129605.9292,85799.83104,11608.3044,6117,286556
Enbridge Inc.,Energy,2022,128309.8699,81509.83949,10447.47396,6146,98556
TransCanada Corporation,Energy,2016,171000,93000,14000,6146,45256
TransCanada Corporation,Energy,2017,162450,92070,13020,6160,3503319
TransCanada Corporation,Energy,2018,157576.5,83783.7,12499.2,6202,2434079
TransCanada Corporation,Energy,2019,141818.85,77918.841,11249.28,6209,51236
TransCanada Corporation,Energy,2021,133309.719,74802.08736,10574.3232,6214,58720
TransCanada Corporation,Energy,2022,119978.7471,68817.92037,9728.377344,6243,263414
Phillips 66,Energy,2016,235000,62000,13000,6260,77453
Phillips 66,Energy,2017,232650,58900,11960,6276,1927555
Phillips 66,Energy,2018,209385,53599,11242.4,6297,1951158
Phillips 66,Energy,2019,205197.3,48775.09,11129.976,6313,53864
Phillips 66,Energy,2021,203145.327,47311.8373,10239.57792,6343,266048
Phillips 66,Energy,2022,188925.1541,46838.71893,9829.994803,6359,118861
Valero Energy Corporation,Energy,2016,209000,56000,13000,6379,157728
Valero Energy Corporation,Energy,2017,200640,53200,12220,6411,294823
Valero Energy Corporation,Energy,2018,190608,47880,11486.8,6466,42779
Valero Energy Corporation,Energy,2019,181077.6,44049.6,11371.932,6489,152186
Valero Energy Corporation,Energy,2021,173834.496,39644.64,10575.89676,6499,139716
Valero Energy Corporation,Energy,2022,170357.8061,38058.8544,10047.10192,6510,133625
Marathon Petroleum Corporation,Energy,2016,206000,104000,14000,6531,2203623
Marathon Petroleum Corporation,Energy,2017,189520,99840,12880,6547,40994
Marathon Petroleum Corporation,Energy,2018,178148.8,96844.8,12751.2,6554,57857
Marathon Petroleum Corporation,Energy,2019,176367.312,93939.456,12368.664,6554,39471
Marathon Petroleum Corporation,Energy,2021,162257.927,86424.29952,12244.97736,6581,136524
Marathon Petroleum Corporation,Energy,2022,155767.61,84695.81353,11510.27872,6601,133376
"EOG Resources, Inc.",Energy,2016,205000,62000,14000,6611,54403
"EOG Resources, Inc.",Energy,2017,200900,57660,12880,6691,740463
"EOG Resources, Inc.",Energy,2018,186837,57083.4,12493.6,6695,193984
"EOG Resources, Inc.",Energy,2019,175626.78,52516.728,11494.112,6699,115095
"EOG Resources, Inc.",Energy,2021,165089.1732,48840.55704,10574.58304,6704,78547
"EOG Resources, Inc.",Energy,2022,163438.2815,46886.93476,9517.124736,6726,29074
Occidental Petroleum Corporation,Energy,2016,231000,101000,14000,6731,896552
Occidental Petroleum Corporation,Energy,2017,207900,98980,13720,6743,43997
Occidental Petroleum Corporation,Energy,2018,189189,92051.4,12348,6755,20777
Occidental Petroleum Corporation,Energy,2019,185405.22,82846.26,12101.04,6784,17967
Occidental Petroleum Corporation,Energy,2021,170572.8024,77047.0218,11980.0296,6840,47528
Occidental Petroleum Corporation,Energy,2022,156926.9782,72424.20049,11141.42753,6845,33467
Dow Inc.,Basic Materials,2016,96000,75000,#NUM!,6863,98880
Dow Inc.,Basic Materials,2017,88320,73500,#NUM!,6892,992968
Dow Inc.,Basic Materials,2018,80371.2,71295,#NUM!,6895,895429
Dow Inc.,Basic Materials,2019,79567.488,64878.45,#NUM!,6915,78453
Dow Inc.,Basic Materials,2021,73997.76384,59039.3895,#NUM!,6941,97793
Dow Inc.,Basic Materials,2022,68817.92037,53725.84445,#NUM!,6964,167489
BASF SE,Basic Materials,2016,113000,75000,#NUM!,6967,45058
BASF SE,Basic Materials,2017,101700,72000,#NUM!,7070,525064
BASF SE,Basic Materials,2018,96615,65520,#NUM!,7105,198321
BASF SE,Basic Materials,2019,93716.55,59623.2,#NUM!,7136,64532
BASF SE,Basic Materials,2021,89030.7225,57834.504,#NUM!,7159,84397
BASF SE,Basic Materials,2022,83688.87915,54364.43376,#NUM!,7160,59995
"DuPont de Nemours, Inc.",Basic Materials,2016,125000,76000,#NUM!,7183,148188
"DuPont de Nemours, Inc.",Basic Materials,2017,115000,69160,#NUM!,7195,119950
"DuPont de Nemours, Inc.",Basic Materials,2018,108100,67085.2,#NUM!,7210,330806
"DuPont de Nemours, Inc.",Basic Materials,2019,98371,63730.94,#NUM!,7214,239540
"DuPont de Nemours, Inc.",Basic Materials,2021,93452.45,58632.4648,#NUM!,7224,15591
"DuPont de Nemours, Inc.",Basic Materials,2022,91583.401,56873.49086,#NUM!,7280,52611
LyondellBasell Industries NV,Basic Materials,2016,97000,74000,#NUM!,7286,133644
LyondellBasell Industries NV,Basic Materials,2017,91180,67340,#NUM!,7320,60524
LyondellBasell Industries NV,Basic Materials,2018,85709.2,63299.6,#NUM!,7326,33097
LyondellBasell Industries NV,Basic Materials,2019,83137.924,57602.636,#NUM!,7329,24145
LyondellBasell Industries NV,Basic Materials,2021,75655.51084,52994.42512,#NUM!,7338,615042
LyondellBasell Industries NV,Basic Materials,2022,73385.84551,48224.92686,#NUM!,7372,108709
Air Liquide S.A.,Basic Materials,2016,120000,65000,#NUM!,7398,48841
Air Liquide S.A.,Basic Materials,2017,110400,59800,#NUM!,7428,73011
Air Liquide S.A.,Basic Materials,2018,102672,53820,#NUM!,7523,23717
Air Liquide S.A.,Basic Materials,2019,97538.4,48976.2,#NUM!,7524,54895
Air Liquide S.A.,Basic Materials,2021,95587.632,44568.342,#NUM!,7580,24507
Air Liquide S.A.,Basic Materials,2022,89852.37408,41448.55806,#NUM!,7625,86381
BHP Group Limited,Basic Materials,2016,91000,76000,#NUM!,7659,290731
BHP Group Limited,Basic Materials,2017,83720,68400,#NUM!,7694,13269
BHP Group Limited,Basic Materials,2018,82045.6,64296,#NUM!,7726,5992
BHP Group Limited,Basic Materials,2019,77122.864,61081.2,#NUM!,7731,58679
BHP Group Limited,Basic Materials,2021,73266.7208,56805.516,#NUM!,7769,70514
BHP Group Limited,Basic Materials,2022,68138.05034,52261.07472,#NUM!,7838,173733
Rio Tinto Group,Basic Materials,2016,146000,62000,#NUM!,7863,124977
Rio Tinto Group,Basic Materials,2017,131400,55800,#NUM!,7863,41089
Rio Tinto Group,Basic Materials,2018,122202,51894,#NUM!,7865,390365
Rio Tinto Group,Basic Materials,2019,109981.8,49818.24,#NUM!,7887,29969
Rio Tinto Group,Basic Materials,2021,100083.438,46330.9632,#NUM!,7902,89115
Rio Tinto Group,Basic Materials,2022,91075.92858,44477.72467,#NUM!,7921,9936
Vale S.A.,Basic Materials,2016,138000,72000,#NUM!,7924,61733
Vale S.A.,Basic Materials,2017,125580,66240,#NUM!,7982,290318
Vale S.A.,Basic Materials,2018,115533.6,62265.6,#NUM!,7986,44659
Vale S.A.,Basic Materials,2019,113222.928,59152.32,#NUM!,8005,67887
Vale S.A.,Basic Materials,2021,101900.6352,53237.088,#NUM!,8023,16448
Vale S.A.,Basic Materials,2022,98843.61614,47913.3792,#NUM!,8066,110122
Freeport-McMoRan Inc.,Basic Materials,2016,95878.30766,47434.24541,#NUM!,8094,42875
Freeport-McMoRan Inc.,Basic Materials,2017,100000,66000,#NUM!,8107,34566
Freeport-McMoRan Inc.,Basic Materials,2018,99000,63360,#NUM!,8116,51803
Freeport-McMoRan Inc.,Basic Materials,2019,89100,59558.4,#NUM!,8118,16401
Freeport-McMoRan Inc.,Basic Materials,2021,86427,53602.56,#NUM!,8170,49519
Freeport-McMoRan Inc.,Basic Materials,2022,83834.19,50386.4064,#NUM!,8175,22825
Newmont Corporation,Basic Materials,2016,92000,71000,#NUM!,8200,495426
Newmont Corporation,Basic Materials,2017,88320,69580,#NUM!,8201,19220
Newmont Corporation,Basic Materials,2018,81254.4,66796.8,#NUM!,8225,129944
Newmont Corporation,Basic Materials,2019,76379.136,62121.024,#NUM!,8234,11288
Newmont Corporation,Basic Materials,2021,71032.59648,61499.81376,#NUM!,8235,64549
Newmont Corporation,Basic Materials,2022,68191.29262,57194.8268,#NUM!,8237,28361
Barrick Gold Corporation,Basic Materials,2016,143000,66000,#NUM!,8342,58381
Barrick Gold Corporation,Basic Materials,2017,138710,64020,#NUM!,8345,21172
Barrick Gold Corporation,Basic Materials,2018,126226.1,58258.2,#NUM!,8352,12971
Barrick Gold Corporation,Basic Materials,2019,123701.578,54762.708,#NUM!,8359,101450
Barrick Gold Corporation,Basic Materials,2021,117516.4991,51476.94552,#NUM!,8365,158838
Barrick Gold Corporation,Basic Materials,2022,109290.3442,47358.78988,#NUM!,8382,34309
Alcoa Corporation,Basic Materials,2016,98000,76000,#NUM!,8443,9132
Alcoa Corporation,Basic Materials,2017,93100,74480,#NUM!,8469,32957
Alcoa Corporation,Basic Materials,2018,84721,69266.4,#NUM!,8479,5903
Alcoa Corporation,Basic Materials,2019,80484.95,65110.416,#NUM!,8489,16197
Alcoa Corporation,Basic Materials,2021,72436.455,62505.99936,#NUM!,8510,53369
Alcoa Corporation,Basic Materials,2022,68090.2677,56255.39942,#NUM!,8527,11698
Anglo American plc,Basic Materials,2016,101000,64000,#NUM!,8536,19575
Anglo American plc,Basic Materials,2017,98980,57600,#NUM!,8548,19737
Anglo American plc,Basic Materials,2018,90071.8,54720,#NUM!,8612,7181
Anglo American plc,Basic Materials,2019,81965.338,54172.8,#NUM!,8620,48887
Anglo American plc,Basic Materials,2021,75408.11096,49838.976,#NUM!,8649,59707
Anglo American plc,Basic Materials,2022,72391.78652,46350.24768,#NUM!,8671,13943
Glencore plc,Basic Materials,2016,112000,62000,#NUM!,8681,72574
Glencore plc,Basic Materials,2017,100800,60760,#NUM!,8742,67493
Glencore plc,Basic Materials,2018,90720,54684,#NUM!,8751,18345
Glencore plc,Basic Materials,2019,89812.8,53043.48,#NUM!,8776,61627
Glencore plc,Basic Materials,2021,88016.544,49330.4364,#NUM!,8781,25895
Glencore plc,Basic Materials,2022,82735.55136,45384.00149,#NUM!,8846,25377
Teck Resources Limited,Basic Materials,2016,115000,76000,#NUM!,8878,64742
Teck Resources Limited,Basic Materials,2017,108100,70680,#NUM!,8899,33471
Teck Resources Limited,Basic Materials,2018,100533,67146,#NUM!,8906,39286
Teck Resources Limited,Basic Materials,2019,90479.7,63788.7,#NUM!,8919,152768
Teck Resources Limited,Basic Materials,2021,89574.903,59323.491,#NUM!,8926,29360
Teck Resources Limited,Basic Materials,2022,85096.15785,54577.61172,#NUM!,8942,109330
"American Airlines Group, Inc.",Industrial,2016,45000,26000,5000,8992,61673
"American Airlines Group, Inc.",Industrial,2017,44550,24960,4700,9041,7591
"American Airlines Group, Inc.",Industrial,2018,44104.5,23462.4,4512,9041,410295
"American Airlines Group, Inc.",Industrial,2019,42340.32,22289.28,4466.88,9120,69396
"American Airlines Group, Inc.",Industrial,2021,41493.5136,21620.6016,4288.2048,9127,118700
"American Airlines Group, Inc.",Industrial,2022,40248.70819,19674.74746,3859.38432,9145,10543
Boeing Company,Industrial,2016,33000,20000,3000,9165,29574
Boeing Company,Industrial,2017,30030,19400,2700,9172,47511
Boeing Company,Industrial,2018,28228.2,18818,2646,9175,25051
Boeing Company,Industrial,2019,26816.79,17500.74,2513.7,9273,9224
Boeing Company,Industrial,2021,24135.111,16800.7104,2312.604,9298,381508
Boeing Company,Industrial,2022,23169.70656,16296.68909,2266.35192,9304,70817
Lockheed Martin Corporation,Industrial,2016,32000,22000,3000,9351,62082
Lockheed Martin Corporation,Industrial,2017,29120,21560,2940,9444,18881
Lockheed Martin Corporation,Industrial,2018,27664,20266.4,2822.4,9452,14462
Lockheed Martin Corporation,Industrial,2019,24897.6,19050.416,2737.728,9497,33976
Lockheed Martin Corporation,Industrial,2021,24150.672,18669.40768,2628.21888,9526,14555
Lockheed Martin Corporation,Industrial,2022,23184.64512,16989.16099,2365.396992,9526,12681
Northrop Grumman Corporation,Industrial,2016,51000,36000,2000,9538,49271
Northrop Grumman Corporation,Industrial,2017,47430,34560,1980,9591,4654
Northrop Grumman Corporation,Industrial,2018,43161.3,32486.4,1881,9650,8565
Northrop Grumman Corporation,Industrial,2019,41866.461,29562.624,1862.19,9654,104826
Northrop Grumman Corporation,Industrial,2021,41029.13178,28084.4928,1769.0805,9709,14646
Northrop Grumman Corporation,Industrial,2022,38977.67519,26399.42323,1645.244865,9730,117691
Raytheon Technologies Corp.,Industrial,2016,51000,12000,3000,9740,18718
Raytheon Technologies Corp.,Industrial,2017,46410,11160,2970,9761,23351
Raytheon Technologies Corp.,Industrial,2018,43161.3,10713.6,2821.5,9779,15283
Raytheon Technologies Corp.,Industrial,2019,38845.17,10392.192,2736.855,9790,20497
Raytheon Technologies Corp.,Industrial,2021,36514.4598,10184.34816,2654.74935,9871,30157
Raytheon Technologies Corp.,Industrial,2022,33958.44761,9165.913344,2468.916896,9909,7999
General Dynamics Corporation,Industrial,2016,58000,13000,4000,9909,13673
General Dynamics Corporation,Industrial,2017,53360,12350,3880,9971,20496
General Dynamics Corporation,Industrial,2018,49091.2,12226.5,3763.6,10007,7884
General Dynamics Corporation,Industrial,2019,44672.992,11859.705,3387.24,10072,51333
General Dynamics Corporation,Industrial,2021,42439.3424,11385.3168,3150.1332,10074,15607
General Dynamics Corporation,Industrial,2022,41590.55555,10474.49146,2835.11988,10076,12165
United Technologies Corp.,Industrial,2016,33000,22000,7000,10083,13226
United Technologies Corp.,Industrial,2017,31680,21120,6580,10087,37125
United Technologies Corp.,Industrial,2018,29462.4,19430.4,6514.2,10150,51765
