company_name,sector,year,s1,s2,s3,revenue__mil_$,production_volume_mil_units,type,services_provided,headquarters_location,net_zero_pledge_year,yearly_sum
Realty Income Corporation,Financial,2018,37497.6,15019.5,6514.2,9709,14646,REIT,Real Estate Investment Trust,"San Diego, CA, USA",2030,59031.299999999996
Realty Income Corporation,Financial,2019,33747.84,14118.33,6188.49,9730,117691,REIT,Real Estate Investment Trust,"San Diego, CA, USA",2030,54054.659999999996
Realty Income Corporation,Financial,2021,32735.4048,13271.2302,5631.5259,9740,18718,REIT,Real Estate Investment Trust,"San Diego, CA, USA",2030,51638.1609
Realty Income Corporation,Financial,2022,29461.86432,12474.95639,5518.895382,9761,23351,REIT,Real Estate Investment Trust,"San Diego, CA, USA",2030,47455.716092
"Simon Property Group, Inc.",Financial,2016,45000.0,19000.0,8000.0,9779,15283,REIT,Real Estate Investment Trust,"Indianapolis, IN, USA",2030,72000.0
"Simon Property Group, Inc.",Financial,2017,44550.0,18810.0,7680.0,9790,20497,REIT,Real Estate Investment Trust,"Indianapolis, IN, USA",2030,71040.0
"Simon Property Group, Inc.",Financial,2018,40095.0,17493.3,7296.0,9871,30157,REIT,Real Estate Investment Trust,"Indianapolis, IN, USA",2030,64884.3
"Simon Property Group, Inc.",Financial,2019,37288.35,15743.97,6785.28,9909,7999,REIT,Real Estate Investment Trust,"Indianapolis, IN, USA",2030,59817.6
"Simon Property Group, Inc.",Financial,2021,35796.816,15429.0906,6310.3104,9909,13673,REIT,Real Estate Investment Trust,"Indianapolis, IN, USA",2030,57536.217000000004
"Simon Property Group, Inc.",Financial,2022,32217.1344,14349.05426,6057.897984,9971,20496,REIT,Real Estate Investment Trust,"Indianapolis, IN, USA",2030,52624.086644
Public Storage,Financial,2016,45000.0,23000.0,8000.0,10007,7884,REIT,Real Estate Investment Trust,"Glendale, CA, USA",2040,76000.0
Public Storage,Financial,2017,43200.0,22310.0,7840.0,10072,51333,REIT,Real Estate Investment Trust,"Glendale, CA, USA",2040,73350.0
Public Storage,Financial,2018,41040.0,20525.2,7369.6,10074,15607,REIT,Real Estate Investment Trust,"Glendale, CA, USA",2040,68934.8
Public Storage,Financial,2019,40629.6,18677.932,7001.12,10076,12165,REIT,Real Estate Investment Trust,"Glendale, CA, USA",2040,66308.652
Public Storage,Financial,2021,39817.008,18304.37336,6861.0976,10083,13226,REIT,Real Estate Investment Trust,"Glendale, CA, USA",2040,64982.47896
Public Storage,Financial,2022,39418.83792,16840.02349,6243.598816,10087,37125,REIT,Real Estate Investment Trust,"Glendale, CA, USA",2040,62502.460225999996
Pfizer Inc.,"Consumer, Non-Cyclical",2016,78000.0,38000.0,11000.0,10150,51765,Pharmaceutical,"Pharmaceuticals, Vaccines","New York, NY, USA",2050,127000.0
Pfizer Inc.,"Consumer, Non-Cyclical",2017,73320.0,37240.0,10340.0,10164,334761,Pharmaceutical,"Pharmaceuticals, Vaccines","New York, NY, USA",2050,120900.0
Pfizer Inc.,"Consumer, Non-Cyclical",2018,65988.0,35005.6,9719.6,10168,85196,Pharmaceutical,"Pharmaceuticals, Vaccines","New York, NY, USA",2050,110713.20000000001
Pfizer Inc.,"Consumer, Non-Cyclical",2019,64668.24,31855.096,9330.816,10187,55126,Pharmaceutical,"Pharmaceuticals, Vaccines","New York, NY, USA",2050,105854.152
Pfizer Inc.,"Consumer, Non-Cyclical",2021,60141.4632,30262.3412,8770.96704,10189,29236,Pharmaceutical,"Pharmaceuticals, Vaccines","New York, NY, USA",2050,99174.77144
Pfizer Inc.,"Consumer, Non-Cyclical",2022,57134.39004,29051.84755,8683.25737,10213,30111,Pharmaceutical,"Pharmaceuticals, Vaccines","New York, NY, USA",2050,94869.49496000001
Johnson & Johnson,"Consumer, Non-Cyclical",2016,56000.0,46000.0,10000.0,10221,6787,Pharmaceutical,"Pharmaceuticals, Medical Devices","New Brunswick, NJ, USA",2050,112000.0
Johnson & Johnson,"Consumer, Non-Cyclical",2017,54880.0,41400.0,9000.0,10283,16204,Pharmaceutical,"Pharmaceuticals, Medical Devices","New Brunswick, NJ, USA",2050,105280.0
Johnson & Johnson,"Consumer, Non-Cyclical",2018,52684.8,37674.0,8190.0,10292,31357,Pharmaceutical,"Pharmaceuticals, Medical Devices","New Brunswick, NJ, USA",2050,98548.8
Johnson & Johnson,"Consumer, Non-Cyclical",2019,47416.32,36920.52,8108.1,10299,14128,Pharmaceutical,"Pharmaceuticals, Medical Devices","New Brunswick, NJ, USA",2050,92444.94
Johnson & Johnson,"Consumer, Non-Cyclical",2021,46467.9936,35812.9044,8027.019,10305,103823,Pharmaceutical,"Pharmaceuticals, Medical Devices","New Brunswick, NJ, USA",2050,90307.917
Johnson & Johnson,"Consumer, Non-Cyclical",2022,45538.63373,32947.87205,7384.85748,10333,26370,Pharmaceutical,"Pharmaceuticals, Medical Devices","New Brunswick, NJ, USA",2050,85871.36326000001
Novartis International AG,"Consumer, Non-Cyclical",2016,45083.24739,30641.521,7163.311756,10433,13679,Pharmaceutical,"Pharmaceuticals, Eye Care, Generics","Basel, Switzerland",2030,82888.080146
Novartis International AG,"Consumer, Non-Cyclical",2017,54000.0,44000.0,9000.0,10454,13736,Pharmaceutical,"Pharmaceuticals, Eye Care, Generics","Basel, Switzerland",2030,107000.0
Novartis International AG,"Consumer, Non-Cyclical",2018,53460.0,43120.0,8460.0,10456,276088,Pharmaceutical,"Pharmaceuticals, Eye Care, Generics","Basel, Switzerland",2030,105040.0
Novartis International AG,"Consumer, Non-Cyclical",2019,50787.0,40964.0,8290.8,10465,9348,Pharmaceutical,"Pharmaceuticals, Eye Care, Generics","Basel, Switzerland",2030,100041.8
Novartis International AG,"Consumer, Non-Cyclical",2021,50279.13,38096.52,7793.352,10579,15034,Pharmaceutical,"Pharmaceuticals, Eye Care, Generics","Basel, Switzerland",2030,96169.002
Novartis International AG,"Consumer, Non-Cyclical",2022,47765.1735,34286.868,7559.55144,10647,75892,Pharmaceutical,"Pharmaceuticals, Eye Care, Generics","Basel, Switzerland",2030,89611.59293999999
The Coca-Cola Company,"Consumer, Non-Cyclical",2016,77000.0,47000.0,11000.0,10735,9737,Beverages,Non-Alcoholic Beverages,"Atlanta, GA, USA",2040,135000.0
The Coca-Cola Company,"Consumer, Non-Cyclical",2017,75460.0,43240.0,10340.0,10800,11463,Beverages,Non-Alcoholic Beverages,"Atlanta, GA, USA",2040,129040.0
The Coca-Cola Company,"Consumer, Non-Cyclical",2018,73950.8,41942.8,9306.0,10850,27743,Beverages,Non-Alcoholic Beverages,"Atlanta, GA, USA",2040,125199.6
The Coca-Cola Company,"Consumer, Non-Cyclical",2019,68034.736,38587.376,8747.64,10879,4641,Beverages,Non-Alcoholic Beverages,"Atlanta, GA, USA",2040,115369.752
The Coca-Cola Company,"Consumer, Non-Cyclical",2021,63952.65184,35500.38592,8222.7816,10918,17708,Beverages,Non-Alcoholic Beverages,"Atlanta, GA, USA",2040,107675.81936000001
The Coca-Cola Company,"Consumer, Non-Cyclical",2022,58836.43969,34080.37048,7811.64252,10974,21402,Beverages,Non-Alcoholic Beverages,"Atlanta, GA, USA",2040,100728.45268999999
"PepsiCo, Inc.","Consumer, Non-Cyclical",2016,66000.0,33000.0,12000.0,11088,26783,Beverages,"Snacks, Beverages, Food","Purchase, NY, USA",2050,111000.0
"PepsiCo, Inc.","Consumer, Non-Cyclical",2017,60720.0,29700.0,10920.0,11094,82243,Beverages,"Snacks, Beverages, Food","Purchase, NY, USA",2050,101340.0
"PepsiCo, Inc.","Consumer, Non-Cyclical",2018,57076.8,26730.0,10046.4,11120,20869,Beverages,"Snacks, Beverages, Food","Purchase, NY, USA",2050,93853.2
"PepsiCo, Inc.","Consumer, Non-Cyclical",2019,55364.496,24324.3,9343.152,11144,30167,Beverages,"Snacks, Beverages, Food","Purchase, NY, USA",2050,89031.948
"PepsiCo, Inc.","Consumer, Non-Cyclical",2021,50381.69136,22864.842,8689.13136,11167,13156,Beverages,"Snacks, Beverages, Food","Purchase, NY, USA",2050,81935.66472
"PepsiCo, Inc.","Consumer, Non-Cyclical",2022,46351.15605,21721.5999,8428.457419,11171,17185,Beverages,"Snacks, Beverages, Food","Purchase, NY, USA",2050,76501.21336899999
Nestlé S.A.,"Consumer, Non-Cyclical",2016,59000.0,31000.0,9000.0,11251,473078,Food,Food and Beverages,"Vevey, Switzerland",2040,99000.0
Nestlé S.A.,"Consumer, Non-Cyclical",2017,56050.0,29760.0,8280.0,11296,19024,Food,Food and Beverages,"Vevey, Switzerland",2040,94090.0
Nestlé S.A.,"Consumer, Non-Cyclical",2018,55489.5,29462.4,7866.0,11362,168622,Food,Food and Beverages,"Vevey, Switzerland",2040,92817.9
Nestlé S.A.,"Consumer, Non-Cyclical",2019,49940.55,27400.032,7236.72,11378,20597,Food,Food and Beverages,"Vevey, Switzerland",2040,84577.302
Nestlé S.A.,"Consumer, Non-Cyclical",2021,49441.1445,25756.03008,6947.2512,11389,40809,Food,Food and Beverages,"Vevey, Switzerland",2040,82144.42578
Nestlé S.A.,"Consumer, Non-Cyclical",2022,46474.67583,24210.66828,6808.306176,11474,18018,Food,Food and Beverages,"Vevey, Switzerland",2040,77493.650286
Unilever PLC,"Consumer, Non-Cyclical",2016,80000.0,35000.0,13000.0,11486,27234,Food,"Food, Home and Personal Care","London, UK",2030,128000.0
Unilever PLC,"Consumer, Non-Cyclical",2017,72000.0,31850.0,12610.0,11503,17577,Food,"Food, Home and Personal Care","London, UK",2030,116460.0
Unilever PLC,"Consumer, Non-Cyclical",2018,71280.0,28983.5,12357.8,11529,76731,Food,"Food, Home and Personal Care","London, UK",2030,112621.3
Unilever PLC,"Consumer, Non-Cyclical",2019,66290.4,27824.16,11739.91,11548,17578,Food,"Food, Home and Personal Care","London, UK",2030,105854.47
Unilever PLC,"Consumer, Non-Cyclical",2021,59661.36,26154.7104,10683.3181,11555,41888,Food,"Food, Home and Personal Care","London, UK",2030,96499.3885
Unilever PLC,"Consumer, Non-Cyclical",2022,54291.8376,25631.61619,10149.1522,11618,31761,Food,"Food, Home and Personal Care","London, UK",2030,90072.60599
Kraft Heinz Company,"Consumer, Non-Cyclical",2016,78000.0,35000.0,7000.0,11665,15068,Food,Food and Beverage Products,"Chicago, IL, USA",2040,120000.0
Kraft Heinz Company,"Consumer, Non-Cyclical",2017,74100.0,32200.0,6650.0,11785,17311,Food,Food and Beverage Products,"Chicago, IL, USA",2040,112950.0
Kraft Heinz Company,"Consumer, Non-Cyclical",2018,73359.0,31556.0,6450.5,11809,113996,Food,Food and Beverage Products,"Chicago, IL, USA",2040,111365.5
Kraft Heinz Company,"Consumer, Non-Cyclical",2019,68223.87,30609.32,6063.47,11847,8899,Food,Food and Beverage Products,"Chicago, IL, USA",2040,104896.66
Kraft Heinz Company,"Consumer, Non-Cyclical",2021,63448.1991,28466.6676,6002.8353,11864,10357,Food,Food and Beverage Products,"Chicago, IL, USA",2040,97917.702
Kraft Heinz Company,"Consumer, Non-Cyclical",2022,59006.82516,28182.00092,5882.778594,11937,42397,Food,Food and Beverage Products,"Chicago, IL, USA",2040,93071.604674
"Mondelez International, Inc.","Consumer, Non-Cyclical",2016,74000.0,49000.0,11000.0,11999,23199,Food,Snacks and Confectionery,"Deerfield, IL, USA",2040,134000.0
"Mondelez International, Inc.","Consumer, Non-Cyclical",2017,68820.0,44590.0,10450.0,12029,15018,Food,Snacks and Confectionery,"Deerfield, IL, USA",2040,123860.0
"Mondelez International, Inc.","Consumer, Non-Cyclical",2018,61938.0,40576.9,10032.0,12044,17564,Food,Snacks and Confectionery,"Deerfield, IL, USA",2040,112546.9
"Mondelez International, Inc.","Consumer, Non-Cyclical",2019,58221.72,38548.055,9028.8,12067,79388,Food,Snacks and Confectionery,"Deerfield, IL, USA",2040,105798.575
"Mondelez International, Inc.","Consumer, Non-Cyclical",2021,54728.4168,35849.69115,8577.36,12101,17305,Food,Snacks and Confectionery,"Deerfield, IL, USA",2040,99155.46795
"Mondelez International, Inc.","Consumer, Non-Cyclical",2022,53633.84846,34057.20659,8148.492,12112,1898,Food,Snacks and Confectionery,"Deerfield, IL, USA",2040,95839.54705
Danone S.A.,"Consumer, Non-Cyclical",2016,59000.0,47000.0,8000.0,12301,15609,Food,"Dairy Products, Waters, Plant-Based Food","Paris, France",2030,114000.0
Danone S.A.,"Consumer, Non-Cyclical",2017,57820.0,46530.0,7760.0,12347,74157,Food,"Dairy Products, Waters, Plant-Based Food","Paris, France",2030,112110.0
Danone S.A.,"Consumer, Non-Cyclical",2018,55507.2,45599.4,7294.4,12443,5270,Food,"Dairy Products, Waters, Plant-Based Food","Paris, France",2030,108401.0
Danone S.A.,"Consumer, Non-Cyclical",2019,52731.84,41039.46,6856.736,12506,245610,Food,"Dairy Products, Waters, Plant-Based Food","Paris, France",2030,100628.036
Danone S.A.,"Consumer, Non-Cyclical",2021,49567.9296,40218.6708,6308.19712,12574,151828,Food,"Dairy Products, Waters, Plant-Based Food","Paris, France",2030,96094.79752
Danone S.A.,"Consumer, Non-Cyclical",2022,45602.49523,38609.92397,5740.459379,12593,2808,Food,"Dairy Products, Waters, Plant-Based Food","Paris, France",2030,89952.87857900001
"Gilead Sciences, Inc.","Consumer, Non-Cyclical",2016,79000.0,49000.0,6000.0,12633,11608,Pharmaceutical,Pharmaceuticals,"Foster City, CA, USA",2040,134000.0
"Gilead Sciences, Inc.","Consumer, Non-Cyclical",2017,75840.0,44590.0,5640.0,12669,10125,Pharmaceutical,Pharmaceuticals,"Foster City, CA, USA",2040,126070.0
"Gilead Sciences, Inc.","Consumer, Non-Cyclical",2018,74323.2,41022.8,5301.6,12673,33876,Pharmaceutical,Pharmaceuticals,"Foster City, CA, USA",2040,120647.6
"Gilead Sciences, Inc.","Consumer, Non-Cyclical",2019,69863.808,40612.572,5089.536,12808,38336,Pharmaceutical,Pharmaceuticals,"Foster City, CA, USA",2040,115565.916
"Gilead Sciences, Inc.","Consumer, Non-Cyclical",2021,64973.34144,38988.06912,4733.26848,12856,33231,Pharmaceutical,Pharmaceuticals,"Foster City, CA, USA",2040,108694.67903999999
"Gilead Sciences, Inc.","Consumer, Non-Cyclical",2022,59775.47412,37428.54636,4543.937741,12900,6084,Pharmaceutical,Pharmaceuticals,"Foster City, CA, USA",2040,101747.95822100001
"Amgen, Inc.","Consumer, Non-Cyclical",2016,66000.0,47000.0,7000.0,12914,41882,Pharmaceutical,"Biotechnology, Pharmaceuticals","Thousand Oaks, CA, USA",2040,120000.0
"Amgen, Inc.","Consumer, Non-Cyclical",2017,64020.0,44650.0,6790.0,12937,31124,Pharmaceutical,"Biotechnology, Pharmaceuticals","Thousand Oaks, CA, USA",2040,115460.0
"Amgen, Inc.","Consumer, Non-Cyclical",2018,58258.2,43310.5,6382.6,13082,17457,Pharmaceutical,"Biotechnology, Pharmaceuticals","Thousand Oaks, CA, USA",2040,107951.3
"Amgen, Inc.","Consumer, Non-Cyclical",2019,54180.126,42011.185,6127.296,13103,58079,Pharmaceutical,"Biotechnology, Pharmaceuticals","Thousand Oaks, CA, USA",2040,102318.60699999999
"Amgen, Inc.","Consumer, Non-Cyclical",2021,53096.52348,39490.5139,5820.9312,13131,12780,Pharmaceutical,"Biotechnology, Pharmaceuticals","Thousand Oaks, CA, USA",2040,98407.96858
"Amgen, Inc.","Consumer, Non-Cyclical",2022,52034.59301,37515.98821,5588.093952,13191,65665,Pharmaceutical,"Biotechnology, Pharmaceuticals","Thousand Oaks, CA, USA",2040,95138.67517199999
Anheuser-Busch InBev,"Consumer, Non-Cyclical",2016,75000.0,44000.0,6000.0,13209,64382,Beverages,Alcoholic and Non-Alcoholic Beverages,"Leuven, Belgium",2030,125000.0
Anheuser-Busch InBev,"Consumer, Non-Cyclical",2017,73500.0,42680.0,5940.0,13210,35439,Beverages,Alcoholic and Non-Alcoholic Beverages,"Leuven, Belgium",2030,122120.0
Anheuser-Busch InBev,"Consumer, Non-Cyclical",2018,71295.0,42253.2,5643.0,13329,8332,Beverages,Alcoholic and Non-Alcoholic Beverages,"Leuven, Belgium",2030,119191.2
Anheuser-Busch InBev,"Consumer, Non-Cyclical",2019,70582.05,41830.668,5530.14,13458,2687,Beverages,Alcoholic and Non-Alcoholic Beverages,"Leuven, Belgium",2030,117942.858
Anheuser-Busch InBev,"Consumer, Non-Cyclical",2021,69876.2295,39739.1346,4977.126,13477,21416,Beverages,Alcoholic and Non-Alcoholic Beverages,"Leuven, Belgium",2030,114592.49010000001
Anheuser-Busch InBev,"Consumer, Non-Cyclical",2022,63587.36885,38149.56922,4479.4134,13578,5570,Beverages,Alcoholic and Non-Alcoholic Beverages,"Leuven, Belgium",2030,106216.35147000001
Keurig Dr Pepper Inc.,"Consumer, Non-Cyclical",2016,66000.0,46000.0,10000.0,13630,6571,Beverages,"Beverages, Coffee, and Snack Brands","Burlington, MA, USA",2050,122000.0
Keurig Dr Pepper Inc.,"Consumer, Non-Cyclical",2017,65340.0,41400.0,9400.0,13739,67013,Beverages,"Beverages, Coffee, and Snack Brands","Burlington, MA, USA",2050,116140.0
Keurig Dr Pepper Inc.,"Consumer, Non-Cyclical",2018,61419.6,40158.0,8742.0,13846,38257,Beverages,"Beverages, Coffee, and Snack Brands","Burlington, MA, USA",2050,110319.6
Keurig Dr Pepper Inc.,"Consumer, Non-Cyclical",2019,60805.404,39354.84,7867.8,13871,9896,Beverages,"Beverages, Coffee, and Snack Brands","Burlington, MA, USA",2050,108028.04400000001
Keurig Dr Pepper Inc.,"Consumer, Non-Cyclical",2021,58981.24188,38961.2916,7789.122,13888,171473,Beverages,"Beverages, Coffee, and Snack Brands","Burlington, MA, USA",2050,105731.65548
Keurig Dr Pepper Inc.,"Consumer, Non-Cyclical",2022,54262.74253,38182.06577,7010.2098,13989,26616,Beverages,"Beverages, Coffee, and Snack Brands","Burlington, MA, USA",2050,99455.0181
"General Mills, Inc.","Consumer, Non-Cyclical",2016,64000.0,38000.0,12000.0,14102,294005,Food,Food Products,"Minneapolis, MN, USA",2040,114000.0
"General Mills, Inc.","Consumer, Non-Cyclical",2017,62080.0,36100.0,11400.0,14109,15505,Food,Food Products,"Minneapolis, MN, USA",2040,109580.0
"General Mills, Inc.","Consumer, Non-Cyclical",2018,58355.2,32490.0,10944.0,14147,180644,Food,Food Products,"Minneapolis, MN, USA",2040,101789.2
"General Mills, Inc.","Consumer, Non-Cyclical",2019,56604.544,31840.2,10068.48,14175,18046,Food,Food Products,"Minneapolis, MN, USA",2040,98513.224
"General Mills, Inc.","Consumer, Non-Cyclical",2021,53208.27136,31521.798,9363.6864,14192,10976,Food,Food Products,"Minneapolis, MN, USA",2040,94093.75576
"General Mills, Inc.","Consumer, Non-Cyclical",2022,51612.02322,29630.49012,8520.954624,14300,50448,Food,Food Products,"Minneapolis, MN, USA",2040,89763.46796400001
Kellogg Company,"Consumer, Non-Cyclical",2016,76000.0,32000.0,9000.0,14320,28898,Food,"Cereal, Snacks, Convenience Foods","Battle Creek, MI, USA",2050,117000.0
Kellogg Company,"Consumer, Non-Cyclical",2017,72200.0,29440.0,8460.0,14378,6005,Food,"Cereal, Snacks, Convenience Foods","Battle Creek, MI, USA",2050,110100.0
Kellogg Company,"Consumer, Non-Cyclical",2018,67868.0,27968.0,7867.8,14383,17360,Food,"Cereal, Snacks, Convenience Foods","Battle Creek, MI, USA",2050,103703.8
Kellogg Company,"Consumer, Non-Cyclical",2019,61759.88,27408.64,7710.444,14402,19509,Food,"Cereal, Snacks, Convenience Foods","Battle Creek, MI, USA",2050,96878.96399999999
Kellogg Company,"Consumer, Non-Cyclical",2021,58671.886,26038.208,7093.60848,14442,11668,Food,"Cereal, Snacks, Convenience Foods","Battle Creek, MI, USA",2050,91803.70247999999
Kellogg Company,"Consumer, Non-Cyclical",2022,56325.01056,25517.44384,6384.247632,14539,18193,Food,"Cereal, Snacks, Convenience Foods","Battle Creek, MI, USA",2050,88226.702032
Walmart Inc.,"Consumer, Cyclical",2016,67000.0,39000.0,7000.0,14608,37923,Retail,"Retail, Supermarkets, E-commerce","Bentonville, AR, USA",2050,113000.0
Walmart Inc.,"Consumer, Cyclical",2017,62310.0,36270.0,6720.0,14664,6917,Retail,"Retail, Supermarkets, E-commerce","Bentonville, AR, USA",2050,105300.0
Walmart Inc.,"Consumer, Cyclical",2018,59194.5,35544.6,6451.2,14745,20762,Retail,"Retail, Supermarkets, E-commerce","Bentonville, AR, USA",2050,101190.3
Walmart Inc.,"Consumer, Cyclical",2019,53275.05,32345.586,5999.616,14863,7989,Retail,"Retail, Supermarkets, E-commerce","Bentonville, AR, USA",2050,91620.252
Walmart Inc.,"Consumer, Cyclical",2021,49013.046,29111.0274,5399.6544,14884,33735,Retail,"Retail, Supermarkets, E-commerce","Bentonville, AR, USA",2050,83523.7278
Walmart Inc.,"Consumer, Cyclical",2022,44601.87186,27073.25548,5345.657856,14906,49518,Retail,"Retail, Supermarkets, E-commerce","Bentonville, AR, USA",2050,77020.78519600001
"Amazon.com, Inc.","Consumer, Cyclical",2016,50000.0,30000.0,9000.0,14931,9367,Retail,"E-commerce, Cloud Computing, Streaming","Seattle, WA, USA",2030,89000.0
"Amazon.com, Inc.","Consumer, Cyclical",2017,48500.0,29700.0,8460.0,14954,23251,Retail,"E-commerce, Cloud Computing, Streaming","Seattle, WA, USA",2030,86660.0
"Amazon.com, Inc.","Consumer, Cyclical",2018,47530.0,29106.0,7867.8,15066,8131,Retail,"E-commerce, Cloud Computing, Streaming","Seattle, WA, USA",2030,84503.8
"Amazon.com, Inc.","Consumer, Cyclical",2019,45628.8,26195.4,7238.376,15146,17315,Retail,"E-commerce, Cloud Computing, Streaming","Seattle, WA, USA",2030,79062.57600000002
"Amazon.com, Inc.","Consumer, Cyclical",2021,41065.92,25933.446,6586.92216,15310,51724,Retail,"E-commerce, Cloud Computing, Streaming","Seattle, WA, USA",2030,73586.28816
"Amazon.com, Inc.","Consumer, Cyclical",2022,38601.9648,25414.77708,5994.099166,15455,42301,Retail,"E-commerce, Cloud Computing, Streaming","Seattle, WA, USA",2030,70010.841046
"The Home Depot, Inc.","Consumer, Cyclical",2016,68000.0,41000.0,10000.0,15464,18174,Retail,Home Improvement Retail,"Atlanta, GA, USA",2040,119000.0
"The Home Depot, Inc.","Consumer, Cyclical",2017,67320.0,39360.0,9300.0,15524,30565,Retail,Home Improvement Retail,"Atlanta, GA, USA",2040,115980.0
"The Home Depot, Inc.","Consumer, Cyclical",2018,64627.2,36211.2,9021.0,15561,7311,Retail,Home Improvement Retail,"Atlanta, GA, USA",2040,109859.4
"The Home Depot, Inc.","Consumer, Cyclical",2019,59457.024,34400.64,8930.79,15693,28860,Retail,Home Improvement Retail,"Atlanta, GA, USA",2040,102788.454
"The Home Depot, Inc.","Consumer, Cyclical",2021,58862.45376,33712.6272,8484.2505,16039,8276,Retail,Home Improvement Retail,"Atlanta, GA, USA",2040,101059.33145999999
"The Home Depot, Inc.","Consumer, Cyclical",2022,53564.83292,30678.49075,7975.19547,16222,50174,Retail,Home Improvement Retail,"Atlanta, GA, USA",2040,92218.51914
Target Corporation,"Consumer, Cyclical",2016,50886.59128,27610.64168,7337.179832,16227,4071,Retail,"Retail, Supermarkets","Minneapolis, MN, USA",2030,85834.41279199999
Target Corporation,"Consumer, Cyclical",2017,52000.0,41000.0,7000.0,16383,14631,Retail,"Retail, Supermarkets","Minneapolis, MN, USA",2030,100000.0
Target Corporation,"Consumer, Cyclical",2018,49400.0,40590.0,6510.0,16569,83806,Retail,"Retail, Supermarkets","Minneapolis, MN, USA",2030,96500.0
Target Corporation,"Consumer, Cyclical",2019,48906.0,37748.7,5989.2,16572,7151,Retail,"Retail, Supermarkets","Minneapolis, MN, USA",2030,92643.9
Target Corporation,"Consumer, Cyclical",2021,47927.88,37371.213,5569.956,16648,22684,Retail,"Retail, Supermarkets","Minneapolis, MN, USA",2030,90869.049
Target Corporation,"Consumer, Cyclical",2022,43135.092,36250.07661,5514.25644,16652,44189,Retail,"Retail, Supermarkets","Minneapolis, MN, USA",2030,84899.42504999999
Costco Wholesale Corp.,"Consumer, Cyclical",2016,63000.0,42000.0,7000.0,16783,5717,Retail,"Retail, Wholesale Club","Issaquah, WA, USA",2050,112000.0
Costco Wholesale Corp.,"Consumer, Cyclical",2017,62370.0,41580.0,6440.0,16829,17752,Retail,"Retail, Wholesale Club","Issaquah, WA, USA",2050,110390.0
Costco Wholesale Corp.,"Consumer, Cyclical",2018,58004.1,40332.6,5860.4,16865,10716,Retail,"Retail, Wholesale Club","Issaquah, WA, USA",2050,104197.09999999999
Costco Wholesale Corp.,"Consumer, Cyclical",2019,52203.69,37509.318,5743.192,16883,33648,Retail,"Retail, Wholesale Club","Issaquah, WA, USA",2050,95456.2
Costco Wholesale Corp.,"Consumer, Cyclical",2021,46983.321,37134.22482,5628.32816,17098,77539,Retail,"Retail, Wholesale Club","Issaquah, WA, USA",2050,89745.87398
Costco Wholesale Corp.,"Consumer, Cyclical",2022,42284.9889,34906.17133,5065.495344,17129,9702,Retail,"Retail, Wholesale Club","Issaquah, WA, USA",2050,82256.65557399999
Ford Motor Company,"Consumer, Cyclical",2016,57000.0,37000.0,13000.0,17258,21812,Auto Manufacturer,"Automotive Manufacturing, Sales","Dearborn, MI, USA",2050,107000.0
Ford Motor Company,"Consumer, Cyclical",2017,51870.0,35150.0,12350.0,17290,10717,Auto Manufacturer,"Automotive Manufacturing, Sales","Dearborn, MI, USA",2050,99370.0
Ford Motor Company,"Consumer, Cyclical",2018,47720.4,32338.0,11485.5,17380,44291,Auto Manufacturer,"Automotive Manufacturing, Sales","Dearborn, MI, USA",2050,91543.9
Ford Motor Company,"Consumer, Cyclical",2019,47243.196,30397.72,10911.225,17450,15642,Auto Manufacturer,"Automotive Manufacturing, Sales","Dearborn, MI, USA",2050,88552.141
Ford Motor Company,"Consumer, Cyclical",2021,45825.90012,28269.8796,9929.21475,17487,47730,Auto Manufacturer,"Automotive Manufacturing, Sales","Dearborn, MI, USA",2050,84024.99446999999
Ford Motor Company,"Consumer, Cyclical",2022,44451.12312,27704.48201,9532.04616,17593,15711,Auto Manufacturer,"Automotive Manufacturing, Sales","Dearborn, MI, USA",2050,81687.65129
General Motors Company,"Consumer, Cyclical",2016,56000.0,30000.0,9000.0,17772,16649,Auto Manufacturer,"Automotive Manufacturing, Sales","Detroit, MI, USA",2050,95000.0
General Motors Company,"Consumer, Cyclical",2017,52640.0,27000.0,8460.0,17817,27135,Auto Manufacturer,"Automotive Manufacturing, Sales","Detroit, MI, USA",2050,88100.0
General Motors Company,"Consumer, Cyclical",2018,48955.2,25650.0,8375.4,17901,13387,Auto Manufacturer,"Automotive Manufacturing, Sales","Detroit, MI, USA",2050,82980.59999999999
General Motors Company,"Consumer, Cyclical",2019,46507.44,25137.0,8291.646,17983,13631,Auto Manufacturer,"Automotive Manufacturing, Sales","Detroit, MI, USA",2050,79936.08600000001
General Motors Company,"Consumer, Cyclical",2021,44647.1424,23628.78,7462.4814,18032,13148,Auto Manufacturer,"Automotive Manufacturing, Sales","Detroit, MI, USA",2050,75738.4038
General Motors Company,"Consumer, Cyclical",2022,40182.42816,23156.2044,7387.856586,18289,12531,Auto Manufacturer,"Automotive Manufacturing, Sales","Detroit, MI, USA",2050,70726.48914599999
Toyota Motor Corporation,"Consumer, Cyclical",2016,59000.0,42000.0,7000.0,18372,169369,Auto Manufacturer,"Automotive Manufacturing, Sales","Toyota City, Japan",2050,108000.0
Toyota Motor Corporation,"Consumer, Cyclical",2017,53690.0,41160.0,6440.0,18450,24627,Auto Manufacturer,"Automotive Manufacturing, Sales","Toyota City, Japan",2050,101290.0
